1090 400 400
230 318 -1 0
229 318 -1 0
228 318 -1 0
227 318 -1 0
226 318 -1 0
225 318 -1 0
224 318 -1 0
236 317 -1 0
235 317 -1 0
234 317 -1 0
233 317 -1 0
232 317 -1 0
231 317 -1 0
230 317 -1 0
229 317 -1 0
228 317 -1 0
227 317 -1 0
226 317 -1 0
225 317 -1 0
224 317 -1 0
235 316 -1 0
234 316 -1 0
233 316 -1 0
232 316 -1 0
231 316 -1 0
230 316 -1 0
229 316 -1 0
228 316 -1 0
227 316 -1 0
226 316 -1 0
225 316 -1 0
224 316 -1 0
234 315 -1 0
233 315 -1 0
232 315 -1 0
231 315 -1 0
230 315 -1 0
229 315 -1 0
228 315 -1 0
227 315 -1 0
226 315 -1 0
225 315 -1 0
224 315 -1 0
223 315 -1 0
233 314 -1 0
232 314 -1 0
231 314 -1 0
230 314 -1 0
229 314 -1 0
228 314 -1 0
227 314 -1 0
226 314 -1 0
225 314 -1 0
224 314 -1 0
233 313 -1 0
232 313 -1 0
231 313 -1 0
230 313 -1 0
229 313 -1 0
228 313 -1 0
227 313 -1 0
226 313 -1 0
225 313 -1 0
224 313 -1 0
223 313 -1 0
233 312 -1 0
232 312 -1 0
231 312 -1 0
230 312 -1 0
229 312 -1 0
228 312 -1 0
227 312 -1 0
226 312 -1 0
225 312 -1 0
224 312 -1 0
223 312 -1 0
233 311 -1 0
232 311 -1 0
231 311 -1 0
230 311 -1 0
229 311 -1 0
228 311 -1 0
227 311 -1 0
226 311 -1 0
225 311 -1 0
224 311 -1 0
223 311 -1 0
233 310 -1 0
232 310 -1 0
231 310 -1 0
230 310 -1 0
229 310 -1 0
228 310 -1 0
227 310 -1 0
226 310 -1 0
225 310 -1 0
224 310 -1 0
223 310 -1 0
233 309 -1 0
232 309 -1 0
231 309 -1 0
230 309 -1 0
229 309 -1 0
228 309 -1 0
227 309 -1 0
226 309 -1 0
225 309 -1 0
224 309 -1 0
223 309 -1 0
233 308 -1 0
232 308 -1 0
231 308 -1 0
230 308 -1 0
229 308 -1 0
228 308 -1 0
227 308 -1 0
226 308 -1 0
225 308 -1 0
224 308 -1 0
223 308 -1 0
233 307 -1 0
232 307 -1 0
231 307 -1 0
230 307 -1 0
229 307 -1 0
228 307 -1 0
227 307 -1 0
226 307 -1 0
225 307 -1 0
224 307 -1 0
223 307 -1 0
233 306 -1 0
232 306 -1 0
231 306 -1 0
230 306 -1 0
229 306 -1 0
228 306 -1 0
227 306 -1 0
226 306 -1 0
225 306 -1 0
224 306 -1 0
223 306 -1 0
233 305 -1 0
232 305 -1 0
231 305 -1 0
230 305 -1 0
229 305 -1 0
228 305 -1 0
227 305 -1 0
226 305 -1 0
225 305 -1 0
224 305 -1 0
223 305 -1 0
234 304 -1 0
233 304 -1 0
232 304 -1 0
231 304 -1 0
230 304 -1 0
229 304 -1 0
228 304 -1 0
227 304 -1 0
226 304 -1 0
225 304 -1 0
224 304 -1 0
223 304 -1 0
234 303 -1 0
233 303 -1 0
232 303 -1 0
231 303 -1 0
230 303 -1 0
229 303 -1 0
228 303 -1 0
227 303 -1 0
226 303 -1 0
225 303 -1 0
224 303 -1 0
234 302 -1 0
233 302 -1 0
232 302 -1 0
231 302 -1 0
230 302 -1 0
229 302 -1 0
228 302 -1 0
227 302 -1 0
226 302 -1 0
225 302 -1 0
224 302 -1 0
235 301 -1 0
234 301 -1 0
233 301 -1 0
232 301 -1 0
231 301 -1 0
230 301 -1 0
229 301 -1 0
228 301 -1 0
227 301 -1 0
226 301 -1 0
225 301 -1 0
224 301 -1 0
235 300 -1 0
234 300 -1 0
233 300 -1 0
232 300 -1 0
231 300 -1 0
230 300 -1 0
229 300 -1 0
228 300 -1 0
227 300 -1 0
226 300 -1 0
225 300 -1 0
235 299 -1 0
234 299 -1 0
233 299 -1 0
232 299 -1 0
231 299 -1 0
230 299 -1 0
229 299 -1 0
228 299 -1 0
227 299 -1 0
226 299 -1 0
225 299 -1 0
235 298 -1 0
234 298 -1 0
233 298 -1 0
232 298 -1 0
231 298 -1 0
230 298 -1 0
229 298 -1 0
228 298 -1 0
227 298 -1 0
226 298 -1 0
225 298 -1 0
235 297 -1 0
234 297 -1 0
233 297 -1 0
232 297 -1 0
231 297 -1 0
230 297 -1 0
229 297 -1 0
228 297 -1 0
227 297 -1 0
226 297 -1 0
225 297 -1 0
235 296 -1 0
234 296 -1 0
233 296 -1 0
232 296 -1 0
231 296 -1 0
230 296 -1 0
229 296 -1 0
228 296 -1 0
227 296 -1 0
226 296 -1 0
225 296 -1 0
236 295 -1 0
235 295 -1 0
234 295 -1 0
233 295 -1 0
232 295 -1 0
231 295 -1 0
230 295 -1 0
229 295 -1 0
228 295 -1 0
227 295 -1 0
226 295 -1 0
236 294 -1 0
235 294 -1 0
234 294 -1 0
233 294 -1 0
232 294 -1 0
231 294 -1 0
230 294 -1 0
229 294 -1 0
228 294 -1 0
227 294 -1 0
226 294 -1 0
236 293 -1 0
235 293 -1 0
234 293 -1 0
233 293 -1 0
232 293 -1 0
231 293 -1 0
230 293 -1 0
229 293 -1 0
228 293 -1 0
227 293 -1 0
226 293 -1 0
237 292 -1 0
236 292 -1 0
235 292 -1 0
234 292 -1 0
233 292 -1 0
232 292 -1 0
231 292 -1 0
230 292 -1 0
229 292 -1 0
228 292 -1 0
227 292 -1 0
226 292 -1 0
187 292 -1 1
237 291 -1 0
236 291 -1 0
235 291 -1 0
234 291 -1 0
233 291 -1 0
232 291 -1 0
231 291 -1 0
230 291 -1 0
229 291 -1 0
228 291 -1 0
227 291 -1 0
226 291 -1 0
190 291 -1 1
189 291 -1 1
188 291 -1 1
187 291 -1 1
186 291 -1 1
185 291 -1 1
184 291 -1 1
237 290 -1 0
236 290 -1 0
235 290 -1 0
234 290 -1 0
233 290 -1 0
232 290 -1 0
231 290 -1 0
230 290 -1 0
229 290 -1 0
228 290 -1 0
227 290 -1 0
226 290 -1 0
191 290 -1 1
190 290 -1 1
189 290 -1 1
188 290 -1 1
187 290 -1 1
186 290 -1 1
185 290 -1 1
184 290 -1 1
183 290 -1 1
238 289 -1 0
237 289 -1 0
236 289 -1 0
235 289 -1 0
234 289 -1 0
233 289 -1 0
232 289 -1 0
231 289 -1 0
230 289 -1 0
229 289 -1 0
228 289 -1 0
227 289 -1 0
226 289 -1 0
191 289 -1 1
190 289 -1 1
189 289 -1 1
188 289 -1 1
187 289 -1 1
186 289 -1 1
185 289 -1 1
184 289 -1 1
183 289 -1 1
237 288 -1 0
236 288 -1 0
235 288 -1 0
234 288 -1 0
233 288 -1 0
232 288 -1 0
231 288 -1 0
230 288 -1 0
229 288 -1 0
228 288 -1 0
227 288 -1 0
191 288 -1 1
190 288 -1 1
189 288 -1 1
188 288 -1 1
187 288 -1 1
186 288 -1 1
185 288 -1 1
184 288 -1 1
183 288 -1 1
238 287 -1 0
237 287 -1 0
236 287 -1 0
235 287 -1 0
234 287 -1 0
233 287 -1 0
232 287 -1 0
231 287 -1 0
230 287 -1 0
229 287 -1 0
228 287 -1 0
227 287 -1 0
192 287 -1 1
191 287 -1 1
190 287 -1 1
189 287 -1 1
188 287 -1 1
187 287 -1 1
186 287 -1 1
185 287 -1 1
184 287 -1 1
183 287 -1 1
182 287 -1 1
238 286 -1 0
237 286 -1 0
236 286 -1 0
235 286 -1 0
234 286 -1 0
233 286 -1 0
232 286 -1 0
231 286 -1 0
230 286 -1 0
229 286 -1 0
228 286 -1 0
227 286 -1 0
191 286 -1 1
190 286 -1 1
189 286 -1 1
188 286 -1 1
187 286 -1 1
186 286 -1 1
185 286 -1 1
184 286 -1 1
183 286 -1 1
238 285 -1 0
237 285 -1 0
236 285 -1 0
235 285 -1 0
234 285 -1 0
233 285 -1 0
232 285 -1 0
231 285 -1 0
230 285 -1 0
229 285 -1 0
228 285 -1 0
191 285 -1 1
190 285 -1 1
189 285 -1 1
188 285 -1 1
187 285 -1 1
186 285 -1 1
185 285 -1 1
184 285 -1 1
183 285 -1 1
238 284 -1 0
237 284 -1 0
236 284 -1 0
235 284 -1 0
234 284 -1 0
233 284 -1 0
232 284 -1 0
231 284 -1 0
230 284 -1 0
229 284 -1 0
228 284 -1 0
191 284 -1 1
190 284 -1 1
189 284 -1 1
188 284 -1 1
187 284 -1 1
186 284 -1 1
185 284 -1 1
184 284 -1 1
183 284 -1 1
238 283 -1 0
237 283 -1 0
236 283 -1 0
235 283 -1 0
234 283 -1 0
233 283 -1 0
232 283 -1 0
231 283 -1 0
230 283 -1 0
229 283 -1 0
228 283 -1 0
190 283 -1 1
189 283 -1 1
188 283 -1 1
187 283 -1 1
186 283 -1 1
185 283 -1 1
184 283 -1 1
239 282 -1 0
238 282 -1 0
237 282 -1 0
236 282 -1 0
235 282 -1 0
234 282 -1 0
233 282 -1 0
232 282 -1 0
231 282 -1 0
230 282 -1 0
229 282 -1 0
228 282 -1 0
187 282 -1 1
238 281 -1 0
237 281 -1 0
236 281 -1 0
235 281 -1 0
234 281 -1 0
233 281 -1 0
232 281 -1 0
231 281 -1 0
230 281 -1 0
229 281 -1 0
239 280 -1 0
238 280 -1 0
237 280 -1 0
236 280 -1 0
235 280 -1 0
234 280 -1 0
233 280 -1 0
232 280 -1 0
231 280 -1 0
230 280 -1 0
229 280 -1 0
239 279 -1 0
238 279 -1 0
237 279 -1 0
236 279 -1 0
235 279 -1 0
234 279 -1 0
233 279 -1 0
232 279 -1 0
231 279 -1 0
230 279 -1 0
229 279 -1 0
239 278 -1 0
238 278 -1 0
237 278 -1 0
236 278 -1 0
235 278 -1 0
234 278 -1 0
233 278 -1 0
232 278 -1 0
231 278 -1 0
230 278 -1 0
229 278 -1 0
239 277 -1 0
238 277 -1 0
237 277 -1 0
236 277 -1 0
235 277 -1 0
234 277 -1 0
233 277 -1 0
232 277 -1 0
231 277 -1 0
230 277 -1 0
229 277 -1 0
239 276 -1 0
238 276 -1 0
237 276 -1 0
236 276 -1 0
235 276 -1 0
234 276 -1 0
233 276 -1 0
232 276 -1 0
231 276 -1 0
230 276 -1 0
229 276 -1 0
239 275 -1 0
238 275 -1 0
237 275 -1 0
236 275 -1 0
235 275 -1 0
234 275 -1 0
233 275 -1 0
232 275 -1 0
231 275 -1 0
230 275 -1 0
229 275 -1 0
239 274 -1 0
238 274 -1 0
237 274 -1 0
236 274 -1 0
235 274 -1 0
234 274 -1 0
233 274 -1 0
232 274 -1 0
231 274 -1 0
230 274 -1 0
229 274 -1 0
239 273 -1 0
238 273 -1 0
237 273 -1 0
236 273 -1 0
235 273 -1 0
234 273 -1 0
233 273 -1 0
232 273 -1 0
231 273 -1 0
230 273 -1 0
229 273 -1 0
239 272 -1 0
238 272 -1 0
237 272 -1 0
236 272 -1 0
235 272 -1 0
234 272 -1 0
233 272 -1 0
232 272 -1 0
231 272 -1 0
230 272 -1 0
229 272 -1 0
239 271 -1 0
238 271 -1 0
237 271 -1 0
236 271 -1 0
235 271 -1 0
234 271 -1 0
233 271 -1 0
232 271 -1 0
231 271 -1 0
230 271 -1 0
229 271 -1 0
239 270 -1 0
238 270 -1 0
237 270 -1 0
236 270 -1 0
235 270 -1 0
234 270 -1 0
233 270 -1 0
232 270 -1 0
231 270 -1 0
230 270 -1 0
229 270 -1 0
239 269 -1 0
238 269 -1 0
237 269 -1 0
236 269 -1 0
235 269 -1 0
234 269 -1 0
233 269 -1 0
232 269 -1 0
231 269 -1 0
230 269 -1 0
229 269 -1 0
151 269 -1 1
239 268 -1 0
238 268 -1 0
237 268 -1 0
236 268 -1 0
235 268 -1 0
234 268 -1 0
233 268 -1 0
232 268 -1 0
231 268 -1 0
230 268 -1 0
229 268 -1 0
154 268 -1 1
153 268 -1 1
152 268 -1 1
151 268 -1 1
150 268 -1 1
149 268 -1 1
148 268 -1 1
239 267 -1 0
238 267 -1 0
237 267 -1 0
236 267 -1 0
235 267 -1 0
234 267 -1 0
233 267 -1 0
232 267 -1 0
231 267 -1 0
230 267 -1 0
229 267 -1 0
155 267 -1 1
154 267 -1 1
153 267 -1 1
152 267 -1 1
151 267 -1 1
150 267 -1 1
149 267 -1 1
148 267 -1 1
147 267 -1 1
239 266 -1 0
238 266 -1 0
237 266 -1 0
236 266 -1 0
235 266 -1 0
234 266 -1 0
233 266 -1 0
232 266 -1 0
231 266 -1 0
230 266 -1 0
229 266 -1 0
155 266 -1 1
154 266 -1 1
153 266 -1 1
152 266 -1 1
151 266 -1 1
150 266 -1 1
149 266 -1 1
148 266 -1 1
147 266 -1 1
238 265 -1 0
237 265 -1 0
236 265 -1 0
235 265 -1 0
234 265 -1 0
233 265 -1 0
232 265 -1 0
231 265 -1 0
230 265 -1 0
155 265 -1 1
154 265 -1 1
153 265 -1 1
152 265 -1 1
151 265 -1 1
150 265 -1 1
149 265 -1 1
148 265 -1 1
147 265 -1 1
238 264 -1 0
237 264 -1 0
236 264 -1 0
235 264 -1 0
234 264 -1 0
233 264 -1 0
232 264 -1 0
231 264 -1 0
230 264 -1 0
156 264 -1 1
155 264 -1 1
154 264 -1 1
153 264 -1 1
152 264 -1 1
151 264 -1 1
150 264 -1 1
149 264 -1 1
148 264 -1 1
147 264 -1 1
146 264 -1 1
238 263 -1 0
237 263 -1 0
236 263 -1 0
235 263 -1 0
234 263 -1 0
233 263 -1 0
232 263 -1 0
231 263 -1 0
230 263 -1 0
155 263 -1 1
154 263 -1 1
153 263 -1 1
152 263 -1 1
151 263 -1 1
150 263 -1 1
149 263 -1 1
148 263 -1 1
147 263 -1 1
237 262 -1 0
236 262 -1 0
235 262 -1 0
234 262 -1 0
233 262 -1 0
232 262 -1 0
231 262 -1 0
155 262 -1 1
154 262 -1 1
153 262 -1 1
152 262 -1 1
151 262 -1 1
150 262 -1 1
149 262 -1 1
148 262 -1 1
147 262 -1 1
234 261 -1 0
155 261 -1 1
154 261 -1 1
153 261 -1 1
152 261 -1 1
151 261 -1 1
150 261 -1 1
149 261 -1 1
148 261 -1 1
147 261 -1 1
154 260 -1 1
153 260 -1 1
152 260 -1 1
151 260 -1 1
150 260 -1 1
149 260 -1 1
148 260 -1 1
151 259 -1 1
178 255 -1 1
181 254 -1 1
180 254 -1 1
179 254 -1 1
178 254 -1 1
177 254 -1 1
176 254 -1 1
175 254 -1 1
182 253 -1 1
181 253 -1 1
180 253 -1 1
179 253 -1 1
178 253 -1 1
177 253 -1 1
176 253 -1 1
175 253 -1 1
174 253 -1 1
182 252 -1 1
181 252 -1 1
180 252 -1 1
179 252 -1 1
178 252 -1 1
177 252 -1 1
176 252 -1 1
175 252 -1 1
174 252 -1 1
182 251 -1 1
181 251 -1 1
180 251 -1 1
179 251 -1 1
178 251 -1 1
177 251 -1 1
176 251 -1 1
175 251 -1 1
174 251 -1 1
183 250 -1 1
182 250 -1 1
181 250 -1 1
180 250 -1 1
179 250 -1 1
178 250 -1 1
177 250 -1 1
176 250 -1 1
175 250 -1 1
174 250 -1 1
173 250 -1 1
182 249 -1 1
181 249 -1 1
180 249 -1 1
179 249 -1 1
178 249 -1 1
177 249 -1 1
176 249 -1 1
175 249 -1 1
174 249 -1 1
182 248 -1 1
181 248 -1 1
180 248 -1 1
179 248 -1 1
178 248 -1 1
177 248 -1 1
176 248 -1 1
175 248 -1 1
174 248 -1 1
182 247 -1 1
181 247 -1 1
180 247 -1 1
179 247 -1 1
178 247 -1 1
177 247 -1 1
176 247 -1 1
175 247 -1 1
174 247 -1 1
181 246 -1 1
180 246 -1 1
179 246 -1 1
178 246 -1 1
177 246 -1 1
176 246 -1 1
175 246 -1 1
178 245 -1 1
149 232 -1 1
152 231 -1 1
151 231 -1 1
150 231 -1 1
149 231 -1 1
148 231 -1 1
147 231 -1 1
146 231 -1 1
153 230 -1 1
152 230 -1 1
151 230 -1 1
150 230 -1 1
149 230 -1 1
148 230 -1 1
147 230 -1 1
146 230 -1 1
145 230 -1 1
153 229 -1 1
152 229 -1 1
151 229 -1 1
150 229 -1 1
149 229 -1 1
148 229 -1 1
147 229 -1 1
146 229 -1 1
145 229 -1 1
153 228 -1 1
152 228 -1 1
151 228 -1 1
150 228 -1 1
149 228 -1 1
148 228 -1 1
147 228 -1 1
146 228 -1 1
145 228 -1 1
154 227 -1 1
153 227 -1 1
152 227 -1 1
151 227 -1 1
150 227 -1 1
149 227 -1 1
148 227 -1 1
147 227 -1 1
146 227 -1 1
145 227 -1 1
144 227 -1 1
153 226 -1 1
152 226 -1 1
151 226 -1 1
150 226 -1 1
149 226 -1 1
148 226 -1 1
147 226 -1 1
146 226 -1 1
145 226 -1 1
153 225 -1 1
152 225 -1 1
151 225 -1 1
150 225 -1 1
149 225 -1 1
148 225 -1 1
147 225 -1 1
146 225 -1 1
145 225 -1 1
153 224 -1 1
152 224 -1 1
151 224 -1 1
150 224 -1 1
149 224 -1 1
148 224 -1 1
147 224 -1 1
146 224 -1 1
145 224 -1 1
152 223 -1 1
151 223 -1 1
150 223 -1 1
149 223 -1 1
148 223 -1 1
147 223 -1 1
146 223 -1 1
149 222 -1 1
