1173 400 400
34 210 -1 0
33 210 -1 0
32 210 -1 0
31 210 -1 0
30 210 -1 0
29 210 -1 0
28 210 -1 0
27 210 -1 0
26 210 -1 0
25 210 -1 0
24 210 -1 0
23 210 -1 0
34 209 -1 0
33 209 -1 0
32 209 -1 0
31 209 -1 0
30 209 -1 0
29 209 -1 0
28 209 -1 0
27 209 -1 0
26 209 -1 0
25 209 -1 0
24 209 -1 0
23 209 -1 0
34 208 -1 0
33 208 -1 0
32 208 -1 0
31 208 -1 0
30 208 -1 0
29 208 -1 0
28 208 -1 0
27 208 -1 0
26 208 -1 0
25 208 -1 0
24 208 -1 0
35 207 -1 0
34 207 -1 0
33 207 -1 0
32 207 -1 0
31 207 -1 0
30 207 -1 0
29 207 -1 0
28 207 -1 0
27 207 -1 0
26 207 -1 0
25 207 -1 0
24 207 -1 0
35 206 -1 0
34 206 -1 0
33 206 -1 0
32 206 -1 0
31 206 -1 0
30 206 -1 0
29 206 -1 0
28 206 -1 0
27 206 -1 0
26 206 -1 0
25 206 -1 0
24 206 -1 0
35 205 -1 0
34 205 -1 0
33 205 -1 0
32 205 -1 0
31 205 -1 0
30 205 -1 0
29 205 -1 0
28 205 -1 0
27 205 -1 0
26 205 -1 0
25 205 -1 0
36 204 -1 0
35 204 -1 0
34 204 -1 0
33 204 -1 0
32 204 -1 0
31 204 -1 0
30 204 -1 0
29 204 -1 0
28 204 -1 0
27 204 -1 0
26 204 -1 0
25 204 -1 0
36 203 -1 0
35 203 -1 0
34 203 -1 0
33 203 -1 0
32 203 -1 0
31 203 -1 0
30 203 -1 0
29 203 -1 0
28 203 -1 0
27 203 -1 0
26 203 -1 0
25 203 -1 0
37 202 -1 0
36 202 -1 0
35 202 -1 0
34 202 -1 0
33 202 -1 0
32 202 -1 0
31 202 -1 0
30 202 -1 0
29 202 -1 0
28 202 -1 0
27 202 -1 0
26 202 -1 0
37 201 -1 0
36 201 -1 0
35 201 -1 0
34 201 -1 0
33 201 -1 0
32 201 -1 0
31 201 -1 0
30 201 -1 0
29 201 -1 0
28 201 -1 0
27 201 -1 0
26 201 -1 0
38 200 -1 0
37 200 -1 0
36 200 -1 0
35 200 -1 0
34 200 -1 0
33 200 -1 0
32 200 -1 0
31 200 -1 0
30 200 -1 0
29 200 -1 0
28 200 -1 0
27 200 -1 0
26 200 -1 0
38 199 -1 0
37 199 -1 0
36 199 -1 0
35 199 -1 0
34 199 -1 0
33 199 -1 0
32 199 -1 0
31 199 -1 0
30 199 -1 0
29 199 -1 0
28 199 -1 0
27 199 -1 0
38 198 -1 0
37 198 -1 0
36 198 -1 0
35 198 -1 0
34 198 -1 0
33 198 -1 0
32 198 -1 0
31 198 -1 0
30 198 -1 0
29 198 -1 0
28 198 -1 0
27 198 -1 0
39 197 -1 0
38 197 -1 0
37 197 -1 0
36 197 -1 0
35 197 -1 0
34 197 -1 0
33 197 -1 0
32 197 -1 0
31 197 -1 0
30 197 -1 0
29 197 -1 0
28 197 -1 0
39 196 -1 0
38 196 -1 0
37 196 -1 0
36 196 -1 0
35 196 -1 0
34 196 -1 0
33 196 -1 0
32 196 -1 0
31 196 -1 0
30 196 -1 0
29 196 -1 0
28 196 -1 0
40 195 -1 0
39 195 -1 0
38 195 -1 0
37 195 -1 0
36 195 -1 0
35 195 -1 0
34 195 -1 0
33 195 -1 0
32 195 -1 0
31 195 -1 0
30 195 -1 0
29 195 -1 0
40 194 -1 0
39 194 -1 0
38 194 -1 0
37 194 -1 0
36 194 -1 0
35 194 -1 0
34 194 -1 0
33 194 -1 0
32 194 -1 0
31 194 -1 0
30 194 -1 0
29 194 -1 0
41 193 -1 0
40 193 -1 0
39 193 -1 0
38 193 -1 0
37 193 -1 0
36 193 -1 0
35 193 -1 0
34 193 -1 0
33 193 -1 0
32 193 -1 0
31 193 -1 0
30 193 -1 0
41 192 -1 0
40 192 -1 0
39 192 -1 0
38 192 -1 0
37 192 -1 0
36 192 -1 0
35 192 -1 0
34 192 -1 0
33 192 -1 0
32 192 -1 0
31 192 -1 0
30 192 -1 0
42 191 -1 0
41 191 -1 0
40 191 -1 0
39 191 -1 0
38 191 -1 0
37 191 -1 0
36 191 -1 0
35 191 -1 0
34 191 -1 0
33 191 -1 0
32 191 -1 0
31 191 -1 0
30 191 -1 0
43 190 -1 0
42 190 -1 0
41 190 -1 0
40 190 -1 0
39 190 -1 0
38 190 -1 0
37 190 -1 0
36 190 -1 0
35 190 -1 0
34 190 -1 0
33 190 -1 0
32 190 -1 0
31 190 -1 0
43 189 -1 0
42 189 -1 0
41 189 -1 0
40 189 -1 0
39 189 -1 0
38 189 -1 0
37 189 -1 0
36 189 -1 0
35 189 -1 0
34 189 -1 0
33 189 -1 0
32 189 -1 0
31 189 -1 0
43 188 -1 0
42 188 -1 0
41 188 -1 0
40 188 -1 0
39 188 -1 0
38 188 -1 0
37 188 -1 0
36 188 -1 0
35 188 -1 0
34 188 -1 0
33 188 -1 0
32 188 -1 0
44 187 -1 0
43 187 -1 0
42 187 -1 0
41 187 -1 0
40 187 -1 0
39 187 -1 0
38 187 -1 0
37 187 -1 0
36 187 -1 0
35 187 -1 0
34 187 -1 0
33 187 -1 0
32 187 -1 0
43 186 -1 0
42 186 -1 0
41 186 -1 0
40 186 -1 0
39 186 -1 0
38 186 -1 0
37 186 -1 0
36 186 -1 0
35 186 -1 0
34 186 -1 0
33 186 -1 0
43 185 -1 0
42 185 -1 0
41 185 -1 0
40 185 -1 0
39 185 -1 0
38 185 -1 0
37 185 -1 0
36 185 -1 0
35 185 -1 0
34 185 -1 0
33 185 -1 0
43 184 -1 0
42 184 -1 0
41 184 -1 0
40 184 -1 0
39 184 -1 0
38 184 -1 0
37 184 -1 0
36 184 -1 0
35 184 -1 0
34 184 -1 0
42 183 -1 0
41 183 -1 0
40 183 -1 0
39 183 -1 0
38 183 -1 0
37 183 -1 0
36 183 -1 0
35 183 -1 0
39 182 -1 0
38 182 -1 0
213 153 -1 1
216 152 -1 1
215 152 -1 1
214 152 -1 1
213 152 -1 1
212 152 -1 1
211 152 -1 1
210 152 -1 1
217 151 -1 1
216 151 -1 1
215 151 -1 1
214 151 -1 1
213 151 -1 1
212 151 -1 1
211 151 -1 1
210 151 -1 1
209 151 -1 1
217 150 -1 1
216 150 -1 1
215 150 -1 1
214 150 -1 1
213 150 -1 1
212 150 -1 1
211 150 -1 1
210 150 -1 1
209 150 -1 1
217 149 -1 1
216 149 -1 1
215 149 -1 1
214 149 -1 1
213 149 -1 1
212 149 -1 1
211 149 -1 1
210 149 -1 1
209 149 -1 1
218 148 -1 1
217 148 -1 1
216 148 -1 1
215 148 -1 1
214 148 -1 1
213 148 -1 1
212 148 -1 1
211 148 -1 1
210 148 -1 1
209 148 -1 1
208 148 -1 1
217 147 -1 1
216 147 -1 1
215 147 -1 1
214 147 -1 1
213 147 -1 1
212 147 -1 1
211 147 -1 1
210 147 -1 1
209 147 -1 1
217 146 -1 1
216 146 -1 1
215 146 -1 1
214 146 -1 1
213 146 -1 1
212 146 -1 1
211 146 -1 1
210 146 -1 1
209 146 -1 1
217 145 -1 1
216 145 -1 1
215 145 -1 1
214 145 -1 1
213 145 -1 1
212 145 -1 1
211 145 -1 1
210 145 -1 1
209 145 -1 1
216 144 -1 1
215 144 -1 1
214 144 -1 1
213 144 -1 1
212 144 -1 1
211 144 -1 1
210 144 -1 1
163 144 -1 1
213 143 -1 1
166 143 -1 1
165 143 -1 1
164 143 -1 1
163 143 -1 1
162 143 -1 1
161 143 -1 1
160 143 -1 1
167 142 -1 1
166 142 -1 1
165 142 -1 1
164 142 -1 1
163 142 -1 1
162 142 -1 1
161 142 -1 1
160 142 -1 1
159 142 -1 1
167 141 -1 1
166 141 -1 1
165 141 -1 1
164 141 -1 1
163 141 -1 1
162 141 -1 1
161 141 -1 1
160 141 -1 1
159 141 -1 1
167 140 -1 1
166 140 -1 1
165 140 -1 1
164 140 -1 1
163 140 -1 1
162 140 -1 1
161 140 -1 1
160 140 -1 1
159 140 -1 1
168 139 -1 1
167 139 -1 1
166 139 -1 1
165 139 -1 1
164 139 -1 1
163 139 -1 1
162 139 -1 1
161 139 -1 1
160 139 -1 1
159 139 -1 1
158 139 -1 1
167 138 -1 1
166 138 -1 1
165 138 -1 1
164 138 -1 1
163 138 -1 1
162 138 -1 1
161 138 -1 1
160 138 -1 1
159 138 -1 1
167 137 -1 1
166 137 -1 1
165 137 -1 1
164 137 -1 1
163 137 -1 1
162 137 -1 1
161 137 -1 1
160 137 -1 1
159 137 -1 1
167 136 -1 1
166 136 -1 1
165 136 -1 1
164 136 -1 1
163 136 -1 1
162 136 -1 1
161 136 -1 1
160 136 -1 1
159 136 -1 1
166 135 -1 1
165 135 -1 1
164 135 -1 1
163 135 -1 1
162 135 -1 1
161 135 -1 1
160 135 -1 1
163 134 -1 1
243 132 -1 1
246 131 -1 1
245 131 -1 1
244 131 -1 1
243 131 -1 1
242 131 -1 1
241 131 -1 1
240 131 -1 1
247 130 -1 1
246 130 -1 1
245 130 -1 1
244 130 -1 1
243 130 -1 1
242 130 -1 1
241 130 -1 1
240 130 -1 1
239 130 -1 1
247 129 -1 1
246 129 -1 1
245 129 -1 1
244 129 -1 1
243 129 -1 1
242 129 -1 1
241 129 -1 1
240 129 -1 1
239 129 -1 1
247 128 -1 1
246 128 -1 1
245 128 -1 1
244 128 -1 1
243 128 -1 1
242 128 -1 1
241 128 -1 1
240 128 -1 1
239 128 -1 1
248 127 -1 1
247 127 -1 1
246 127 -1 1
245 127 -1 1
244 127 -1 1
243 127 -1 1
242 127 -1 1
241 127 -1 1
240 127 -1 1
239 127 -1 1
238 127 -1 1
248 126 -1 1
247 126 -1 1
246 126 -1 1
245 126 -1 1
244 126 -1 1
243 126 -1 1
242 126 -1 1
241 126 -1 1
240 126 -1 1
239 126 -1 1
238 126 -1 1
247 125 -1 1
246 125 -1 1
245 125 -1 1
244 125 -1 1
243 125 -1 1
242 125 -1 1
241 125 -1 1
240 125 -1 1
239 125 -1 1
204 125 -1 1
247 124 -1 1
246 124 -1 1
245 124 -1 1
244 124 -1 1
243 124 -1 1
242 124 -1 1
241 124 -1 1
240 124 -1 1
239 124 -1 1
207 124 -1 1
206 124 -1 1
205 124 -1 1
204 124 -1 1
203 124 -1 1
202 124 -1 1
201 124 -1 1
247 123 -1 1
246 123 -1 1
245 123 -1 1
244 123 -1 1
243 123 -1 1
242 123 -1 1
241 123 -1 1
240 123 -1 1
239 123 -1 1
208 123 -1 1
207 123 -1 1
206 123 -1 1
205 123 -1 1
204 123 -1 1
203 123 -1 1
202 123 -1 1
201 123 -1 1
200 123 -1 1
246 122 -1 1
245 122 -1 1
244 122 -1 1
243 122 -1 1
242 122 -1 1
241 122 -1 1
240 122 -1 1
208 122 -1 1
207 122 -1 1
206 122 -1 1
205 122 -1 1
204 122 -1 1
203 122 -1 1
202 122 -1 1
201 122 -1 1
200 122 -1 1
243 121 -1 1
208 121 -1 1
207 121 -1 1
206 121 -1 1
205 121 -1 1
204 121 -1 1
203 121 -1 1
202 121 -1 1
201 121 -1 1
200 121 -1 1
209 120 -1 1
208 120 -1 1
207 120 -1 1
206 120 -1 1
205 120 -1 1
204 120 -1 1
203 120 -1 1
202 120 -1 1
201 120 -1 1
200 120 -1 1
199 120 -1 1
208 119 -1 1
207 119 -1 1
206 119 -1 1
205 119 -1 1
204 119 -1 1
203 119 -1 1
202 119 -1 1
201 119 -1 1
200 119 -1 1
208 118 -1 1
207 118 -1 1
206 118 -1 1
205 118 -1 1
204 118 -1 1
203 118 -1 1
202 118 -1 1
201 118 -1 1
200 118 -1 1
208 117 -1 1
207 117 -1 1
206 117 -1 1
205 117 -1 1
204 117 -1 1
203 117 -1 1
202 117 -1 1
201 117 -1 1
200 117 -1 1
207 116 -1 1
206 116 -1 1
205 116 -1 1
204 116 -1 1
203 116 -1 1
202 116 -1 1
201 116 -1 1
204 115 -1 1
84 67 -1 0
87 66 -1 0
86 66 -1 0
85 66 -1 0
84 66 -1 0
83 66 -1 0
82 66 -1 0
81 66 -1 0
89 65 -1 0
88 65 -1 0
87 65 -1 0
86 65 -1 0
85 65 -1 0
84 65 -1 0
83 65 -1 0
82 65 -1 0
81 65 -1 0
80 65 -1 0
92 64 -1 0
91 64 -1 0
90 64 -1 0
89 64 -1 0
88 64 -1 0
87 64 -1 0
86 64 -1 0
85 64 -1 0
84 64 -1 0
83 64 -1 0
82 64 -1 0
81 64 -1 0
80 64 -1 0
94 63 -1 0
93 63 -1 0
92 63 -1 0
91 63 -1 0
90 63 -1 0
89 63 -1 0
88 63 -1 0
87 63 -1 0
86 63 -1 0
85 63 -1 0
84 63 -1 0
83 63 -1 0
82 63 -1 0
81 63 -1 0
80 63 -1 0
96 62 -1 0
95 62 -1 0
94 62 -1 0
93 62 -1 0
92 62 -1 0
91 62 -1 0
90 62 -1 0
89 62 -1 0
88 62 -1 0
87 62 -1 0
86 62 -1 0
85 62 -1 0
84 62 -1 0
83 62 -1 0
82 62 -1 0
81 62 -1 0
80 62 -1 0
79 62 -1 0
98 61 -1 0
97 61 -1 0
96 61 -1 0
95 61 -1 0
94 61 -1 0
93 61 -1 0
92 61 -1 0
91 61 -1 0
90 61 -1 0
89 61 -1 0
88 61 -1 0
87 61 -1 0
86 61 -1 0
85 61 -1 0
84 61 -1 0
83 61 -1 0
82 61 -1 0
81 61 -1 0
80 61 -1 0
99 60 -1 0
98 60 -1 0
97 60 -1 0
96 60 -1 0
95 60 -1 0
94 60 -1 0
93 60 -1 0
92 60 -1 0
91 60 -1 0
90 60 -1 0
89 60 -1 0
88 60 -1 0
87 60 -1 0
86 60 -1 0
85 60 -1 0
84 60 -1 0
83 60 -1 0
82 60 -1 0
81 60 -1 0
80 60 -1 0
79 60 -1 0
102 59 -1 0
101 59 -1 0
100 59 -1 0
99 59 -1 0
98 59 -1 0
97 59 -1 0
96 59 -1 0
95 59 -1 0
94 59 -1 0
93 59 -1 0
92 59 -1 0
91 59 -1 0
90 59 -1 0
89 59 -1 0
88 59 -1 0
87 59 -1 0
86 59 -1 0
85 59 -1 0
84 59 -1 0
83 59 -1 0
82 59 -1 0
81 59 -1 0
80 59 -1 0
104 58 -1 0
103 58 -1 0
102 58 -1 0
101 58 -1 0
100 58 -1 0
99 58 -1 0
98 58 -1 0
97 58 -1 0
96 58 -1 0
95 58 -1 0
94 58 -1 0
93 58 -1 0
92 58 -1 0
91 58 -1 0
90 58 -1 0
89 58 -1 0
88 58 -1 0
87 58 -1 0
86 58 -1 0
85 58 -1 0
84 58 -1 0
83 58 -1 0
82 58 -1 0
81 58 -1 0
80 58 -1 0
105 57 -1 0
104 57 -1 0
103 57 -1 0
102 57 -1 0
101 57 -1 0
100 57 -1 0
99 57 -1 0
98 57 -1 0
97 57 -1 0
96 57 -1 0
95 57 -1 0
94 57 -1 0
93 57 -1 0
92 57 -1 0
91 57 -1 0
90 57 -1 0
89 57 -1 0
88 57 -1 0
87 57 -1 0
86 57 -1 0
85 57 -1 0
84 57 -1 0
83 57 -1 0
82 57 -1 0
81 57 -1 0
80 57 -1 0
106 56 -1 0
105 56 -1 0
104 56 -1 0
103 56 -1 0
102 56 -1 0
101 56 -1 0
100 56 -1 0
99 56 -1 0
98 56 -1 0
97 56 -1 0
96 56 -1 0
95 56 -1 0
94 56 -1 0
93 56 -1 0
92 56 -1 0
91 56 -1 0
90 56 -1 0
89 56 -1 0
88 56 -1 0
87 56 -1 0
86 56 -1 0
85 56 -1 0
84 56 -1 0
83 56 -1 0
82 56 -1 0
81 56 -1 0
106 55 -1 0
105 55 -1 0
104 55 -1 0
103 55 -1 0
102 55 -1 0
101 55 -1 0
100 55 -1 0
99 55 -1 0
98 55 -1 0
97 55 -1 0
96 55 -1 0
95 55 -1 0
94 55 -1 0
93 55 -1 0
92 55 -1 0
91 55 -1 0
90 55 -1 0
89 55 -1 0
88 55 -1 0
87 55 -1 0
86 55 -1 0
85 55 -1 0
84 55 -1 0
106 54 -1 0
105 54 -1 0
104 54 -1 0
103 54 -1 0
102 54 -1 0
101 54 -1 0
100 54 -1 0
99 54 -1 0
98 54 -1 0
97 54 -1 0
96 54 -1 0
95 54 -1 0
94 54 -1 0
93 54 -1 0
92 54 -1 0
91 54 -1 0
90 54 -1 0
89 54 -1 0
88 54 -1 0
107 53 -1 0
106 53 -1 0
105 53 -1 0
104 53 -1 0
103 53 -1 0
102 53 -1 0
101 53 -1 0
100 53 -1 0
99 53 -1 0
98 53 -1 0
97 53 -1 0
96 53 -1 0
95 53 -1 0
94 53 -1 0
93 53 -1 0
92 53 -1 0
91 53 -1 0
90 53 -1 0
106 52 -1 0
105 52 -1 0
104 52 -1 0
103 52 -1 0
102 52 -1 0
101 52 -1 0
100 52 -1 0
99 52 -1 0
98 52 -1 0
97 52 -1 0
96 52 -1 0
95 52 -1 0
94 52 -1 0
93 52 -1 0
92 52 -1 0
106 51 -1 0
105 51 -1 0
104 51 -1 0
103 51 -1 0
102 51 -1 0
101 51 -1 0
100 51 -1 0
99 51 -1 0
98 51 -1 0
97 51 -1 0
96 51 -1 0
95 51 -1 0
94 51 -1 0
106 50 -1 0
105 50 -1 0
104 50 -1 0
103 50 -1 0
102 50 -1 0
101 50 -1 0
100 50 -1 0
99 50 -1 0
98 50 -1 0
97 50 -1 0
96 50 -1 0
105 49 -1 0
104 49 -1 0
103 49 -1 0
102 49 -1 0
101 49 -1 0
100 49 -1 0
99 49 -1 0
98 49 -1 0
102 48 -1 0
101 48 -1 0
