7700 400 400
42 362 -1 0
41 362 -1 0
40 362 -1 0
39 362 -1 0
38 362 -1 0
37 362 -1 0
36 362 -1 0
35 362 -1 0
34 362 -1 0
33 362 -1 0
45 361 -1 0
44 361 -1 0
43 361 -1 0
42 361 -1 0
41 361 -1 0
40 361 -1 0
39 361 -1 0
38 361 -1 0
37 361 -1 0
36 361 -1 0
35 361 -1 0
34 361 -1 0
33 361 -1 0
45 360 -1 0
44 360 -1 0
43 360 -1 0
42 360 -1 0
41 360 -1 0
40 360 -1 0
39 360 -1 0
38 360 -1 0
37 360 -1 0
36 360 -1 0
35 360 -1 0
34 360 -1 0
46 359 -1 0
45 359 -1 0
44 359 -1 0
43 359 -1 0
42 359 -1 0
41 359 -1 0
40 359 -1 0
39 359 -1 0
38 359 -1 0
37 359 -1 0
36 359 -1 0
35 359 -1 0
34 359 -1 0
47 358 -1 0
46 358 -1 0
45 358 -1 0
44 358 -1 0
43 358 -1 0
42 358 -1 0
41 358 -1 0
40 358 -1 0
39 358 -1 0
38 358 -1 0
37 358 -1 0
36 358 -1 0
35 358 -1 0
47 357 -1 0
46 357 -1 0
45 357 -1 0
44 357 -1 0
43 357 -1 0
42 357 -1 0
41 357 -1 0
40 357 -1 0
39 357 -1 0
38 357 -1 0
37 357 -1 0
36 357 -1 0
35 357 -1 0
48 356 -1 0
47 356 -1 0
46 356 -1 0
45 356 -1 0
44 356 -1 0
43 356 -1 0
42 356 -1 0
41 356 -1 0
40 356 -1 0
39 356 -1 0
38 356 -1 0
37 356 -1 0
36 356 -1 0
35 356 -1 0
49 355 -1 0
48 355 -1 0
47 355 -1 0
46 355 -1 0
45 355 -1 0
44 355 -1 0
43 355 -1 0
42 355 -1 0
41 355 -1 0
40 355 -1 0
39 355 -1 0
38 355 -1 0
37 355 -1 0
36 355 -1 0
49 354 -1 0
48 354 -1 0
47 354 -1 0
46 354 -1 0
45 354 -1 0
44 354 -1 0
43 354 -1 0
42 354 -1 0
41 354 -1 0
40 354 -1 0
39 354 -1 0
38 354 -1 0
37 354 -1 0
50 353 -1 0
49 353 -1 0
48 353 -1 0
47 353 -1 0
46 353 -1 0
45 353 -1 0
44 353 -1 0
43 353 -1 0
42 353 -1 0
41 353 -1 0
40 353 -1 0
39 353 -1 0
38 353 -1 0
50 352 -1 0
49 352 -1 0
48 352 -1 0
47 352 -1 0
46 352 -1 0
45 352 -1 0
44 352 -1 0
43 352 -1 0
42 352 -1 0
41 352 -1 0
40 352 -1 0
39 352 -1 0
38 352 -1 0
51 351 -1 0
50 351 -1 0
49 351 -1 0
48 351 -1 0
47 351 -1 0
46 351 -1 0
45 351 -1 0
44 351 -1 0
43 351 -1 0
42 351 -1 0
41 351 -1 0
40 351 -1 0
39 351 -1 0
51 350 -1 0
50 350 -1 0
49 350 -1 0
48 350 -1 0
47 350 -1 0
46 350 -1 0
45 350 -1 0
44 350 -1 0
43 350 -1 0
42 350 -1 0
41 350 -1 0
40 350 -1 0
39 350 -1 0
52 349 -1 0
51 349 -1 0
50 349 -1 0
49 349 -1 0
48 349 -1 0
47 349 -1 0
46 349 -1 0
45 349 -1 0
44 349 -1 0
43 349 -1 0
42 349 -1 0
41 349 -1 0
40 349 -1 0
52 348 -1 0
51 348 -1 0
50 348 -1 0
49 348 -1 0
48 348 -1 0
47 348 -1 0
46 348 -1 0
45 348 -1 0
44 348 -1 0
43 348 -1 0
42 348 -1 0
41 348 -1 0
52 347 -1 0
51 347 -1 0
50 347 -1 0
49 347 -1 0
48 347 -1 0
47 347 -1 0
46 347 -1 0
45 347 -1 0
44 347 -1 0
43 347 -1 0
42 347 -1 0
53 346 -1 0
52 346 -1 0
51 346 -1 0
50 346 -1 0
49 346 -1 0
48 346 -1 0
47 346 -1 0
46 346 -1 0
45 346 -1 0
44 346 -1 0
43 346 -1 0
42 346 -1 0
53 345 -1 0
52 345 -1 0
51 345 -1 0
50 345 -1 0
49 345 -1 0
48 345 -1 0
47 345 -1 0
46 345 -1 0
45 345 -1 0
44 345 -1 0
43 345 -1 0
42 345 -1 0
52 344 -1 0
51 344 -1 0
50 344 -1 0
49 344 -1 0
48 344 -1 0
47 344 -1 0
46 344 -1 0
45 344 -1 0
44 344 -1 0
43 344 -1 0
52 343 -1 0
51 343 -1 0
50 343 -1 0
49 343 -1 0
48 343 -1 0
47 343 -1 0
46 343 -1 0
45 343 -1 0
44 343 -1 0
43 343 -1 0
52 342 -1 0
51 342 -1 0
50 342 -1 0
49 342 -1 0
48 342 -1 0
47 342 -1 0
46 342 -1 0
45 342 -1 0
44 342 -1 0
51 341 -1 0
50 341 -1 0
49 341 -1 0
48 341 -1 0
47 341 -1 0
46 341 -1 0
45 341 -1 0
316 340 -1 1
48 340 -1 0
319 339 -1 1
318 339 -1 1
317 339 -1 1
316 339 -1 1
315 339 -1 1
314 339 -1 1
313 339 -1 1
320 338 -1 1
319 338 -1 1
318 338 -1 1
317 338 -1 1
316 338 -1 1
315 338 -1 1
314 338 -1 1
313 338 -1 1
312 338 -1 1
320 337 -1 1
319 337 -1 1
318 337 -1 1
317 337 -1 1
316 337 -1 1
315 337 -1 1
314 337 -1 1
313 337 -1 1
312 337 -1 1
320 336 -1 1
319 336 -1 1
318 336 -1 1
317 336 -1 1
316 336 -1 1
315 336 -1 1
314 336 -1 1
313 336 -1 1
312 336 -1 1
321 335 -1 1
320 335 -1 1
319 335 -1 1
318 335 -1 1
317 335 -1 1
316 335 -1 1
315 335 -1 1
314 335 -1 1
313 335 -1 1
312 335 -1 1
311 335 -1 1
320 334 -1 1
319 334 -1 1
318 334 -1 1
317 334 -1 1
316 334 -1 1
315 334 -1 1
314 334 -1 1
313 334 -1 1
312 334 -1 1
320 333 -1 1
319 333 -1 1
318 333 -1 1
317 333 -1 1
316 333 -1 1
315 333 -1 1
314 333 -1 1
313 333 -1 1
312 333 -1 1
320 332 -1 1
319 332 -1 1
318 332 -1 1
317 332 -1 1
316 332 -1 1
315 332 -1 1
314 332 -1 1
313 332 -1 1
312 332 -1 1
319 331 -1 1
318 331 -1 1
317 331 -1 1
316 331 -1 1
315 331 -1 1
314 331 -1 1
313 331 -1 1
316 330 -1 1
294 306 -1 1
297 305 -1 1
296 305 -1 1
295 305 -1 1
294 305 -1 1
293 305 -1 1
292 305 -1 1
291 305 -1 1
298 304 -1 1
297 304 -1 1
296 304 -1 1
295 304 -1 1
294 304 -1 1
293 304 -1 1
292 304 -1 1
291 304 -1 1
290 304 -1 1
298 303 -1 1
297 303 -1 1
296 303 -1 1
295 303 -1 1
294 303 -1 1
293 303 -1 1
292 303 -1 1
291 303 -1 1
290 303 -1 1
298 302 -1 1
297 302 -1 1
296 302 -1 1
295 302 -1 1
294 302 -1 1
293 302 -1 1
292 302 -1 1
291 302 -1 1
290 302 -1 1
299 301 -1 1
298 301 -1 1
297 301 -1 1
296 301 -1 1
295 301 -1 1
294 301 -1 1
293 301 -1 1
292 301 -1 1
291 301 -1 1
290 301 -1 1
289 301 -1 1
324 300 -1 1
298 300 -1 1
297 300 -1 1
296 300 -1 1
295 300 -1 1
294 300 -1 1
293 300 -1 1
292 300 -1 1
291 300 -1 1
290 300 -1 1
327 299 -1 1
326 299 -1 1
325 299 -1 1
324 299 -1 1
323 299 -1 1
322 299 -1 1
321 299 -1 1
298 299 -1 1
297 299 -1 1
296 299 -1 1
295 299 -1 1
294 299 -1 1
293 299 -1 1
292 299 -1 1
291 299 -1 1
290 299 -1 1
328 298 -1 1
327 298 -1 1
326 298 -1 1
325 298 -1 1
324 298 -1 1
323 298 -1 1
322 298 -1 1
321 298 -1 1
320 298 -1 1
298 298 -1 1
297 298 -1 1
296 298 -1 1
295 298 -1 1
294 298 -1 1
293 298 -1 1
292 298 -1 1
291 298 -1 1
290 298 -1 1
328 297 -1 1
327 297 -1 1
326 297 -1 1
325 297 -1 1
324 297 -1 1
323 297 -1 1
322 297 -1 1
321 297 -1 1
320 297 -1 1
297 297 -1 1
296 297 -1 1
295 297 -1 1
294 297 -1 1
293 297 -1 1
292 297 -1 1
291 297 -1 1
328 296 -1 1
327 296 -1 1
326 296 -1 1
325 296 -1 1
324 296 -1 1
323 296 -1 1
322 296 -1 1
321 296 -1 1
320 296 -1 1
294 296 -1 1
329 295 -1 1
328 295 -1 1
327 295 -1 1
326 295 -1 1
325 295 -1 1
324 295 -1 1
323 295 -1 1
322 295 -1 1
321 295 -1 1
320 295 -1 1
319 295 -1 1
328 294 -1 1
327 294 -1 1
326 294 -1 1
325 294 -1 1
324 294 -1 1
323 294 -1 1
322 294 -1 1
321 294 -1 1
320 294 -1 1
328 293 -1 1
327 293 -1 1
326 293 -1 1
325 293 -1 1
324 293 -1 1
323 293 -1 1
322 293 -1 1
321 293 -1 1
320 293 -1 1
328 292 -1 1
327 292 -1 1
326 292 -1 1
325 292 -1 1
324 292 -1 1
323 292 -1 1
322 292 -1 1
321 292 -1 1
320 292 -1 1
327 291 -1 1
326 291 -1 1
325 291 -1 1
324 291 -1 1
323 291 -1 1
322 291 -1 1
321 291 -1 1
324 290 -1 1
379 289 -1 0
382 288 -1 0
381 288 -1 0
380 288 -1 0
379 288 -1 0
378 288 -1 0
377 288 -1 0
376 288 -1 0
383 287 -1 0
382 287 -1 0
381 287 -1 0
380 287 -1 0
379 287 -1 0
378 287 -1 0
377 287 -1 0
376 287 -1 0
375 287 -1 0
383 286 -1 0
382 286 -1 0
381 286 -1 0
380 286 -1 0
379 286 -1 0
378 286 -1 0
377 286 -1 0
376 286 -1 0
375 286 -1 0
383 285 -1 0
382 285 -1 0
381 285 -1 0
380 285 -1 0
379 285 -1 0
378 285 -1 0
377 285 -1 0
376 285 -1 0
375 285 -1 0
384 284 -1 0
383 284 -1 0
382 284 -1 0
381 284 -1 0
380 284 -1 0
379 284 -1 0
378 284 -1 0
377 284 -1 0
376 284 -1 0
375 284 -1 0
374 284 -1 0
384 283 -1 0
383 283 -1 0
382 283 -1 0
381 283 -1 0
380 283 -1 0
379 283 -1 0
378 283 -1 0
377 283 -1 0
376 283 -1 0
375 283 -1 0
374 283 -1 0
384 282 -1 0
383 282 -1 0
382 282 -1 0
381 282 -1 0
380 282 -1 0
379 282 -1 0
378 282 -1 0
377 282 -1 0
376 282 -1 0
375 282 -1 0
374 282 -1 0
385 281 -1 0
384 281 -1 0
383 281 -1 0
382 281 -1 0
381 281 -1 0
380 281 -1 0
379 281 -1 0
378 281 -1 0
377 281 -1 0
376 281 -1 0
375 281 -1 0
374 281 -1 0
385 280 -1 0
384 280 -1 0
383 280 -1 0
382 280 -1 0
381 280 -1 0
380 280 -1 0
379 280 -1 0
378 280 -1 0
377 280 -1 0
376 280 -1 0
375 280 -1 0
385 279 -1 0
384 279 -1 0
383 279 -1 0
382 279 -1 0
381 279 -1 0
380 279 -1 0
379 279 -1 0
378 279 -1 0
377 279 -1 0
376 279 -1 0
375 279 -1 0
385 278 -1 0
384 278 -1 0
383 278 -1 0
382 278 -1 0
381 278 -1 0
380 278 -1 0
379 278 -1 0
378 278 -1 0
377 278 -1 0
376 278 -1 0
375 278 -1 0
385 277 -1 0
384 277 -1 0
383 277 -1 0
382 277 -1 0
381 277 -1 0
380 277 -1 0
379 277 -1 0
378 277 -1 0
377 277 -1 0
376 277 -1 0
375 277 -1 0
385 276 -1 0
384 276 -1 0
383 276 -1 0
382 276 -1 0
381 276 -1 0
380 276 -1 0
379 276 -1 0
378 276 -1 0
377 276 -1 0
376 276 -1 0
375 276 -1 0
385 275 -1 0
384 275 -1 0
383 275 -1 0
382 275 -1 0
381 275 -1 0
380 275 -1 0
379 275 -1 0
378 275 -1 0
377 275 -1 0
376 275 -1 0
375 275 -1 0
386 274 -1 0
385 274 -1 0
384 274 -1 0
383 274 -1 0
382 274 -1 0
381 274 -1 0
380 274 -1 0
379 274 -1 0
378 274 -1 0
377 274 -1 0
376 274 -1 0
375 274 -1 0
386 273 -1 0
385 273 -1 0
384 273 -1 0
383 273 -1 0
382 273 -1 0
381 273 -1 0
380 273 -1 0
379 273 -1 0
378 273 -1 0
377 273 -1 0
376 273 -1 0
386 272 -1 0
385 272 -1 0
384 272 -1 0
383 272 -1 0
382 272 -1 0
381 272 -1 0
380 272 -1 0
379 272 -1 0
378 272 -1 0
377 272 -1 0
376 272 -1 0
386 271 -1 0
385 271 -1 0
384 271 -1 0
383 271 -1 0
382 271 -1 0
381 271 -1 0
380 271 -1 0
379 271 -1 0
378 271 -1 0
377 271 -1 0
376 271 -1 0
387 270 -1 0
386 270 -1 0
385 270 -1 0
384 270 -1 0
383 270 -1 0
382 270 -1 0
381 270 -1 0
380 270 -1 0
379 270 -1 0
378 270 -1 0
377 270 -1 0
376 270 -1 0
387 269 -1 0
386 269 -1 0
385 269 -1 0
384 269 -1 0
383 269 -1 0
382 269 -1 0
381 269 -1 0
380 269 -1 0
379 269 -1 0
378 269 -1 0
377 269 -1 0
387 268 -1 0
386 268 -1 0
385 268 -1 0
384 268 -1 0
383 268 -1 0
382 268 -1 0
381 268 -1 0
380 268 -1 0
379 268 -1 0
378 268 -1 0
377 268 -1 0
387 267 -1 0
386 267 -1 0
385 267 -1 0
384 267 -1 0
383 267 -1 0
382 267 -1 0
381 267 -1 0
380 267 -1 0
379 267 -1 0
378 267 -1 0
377 267 -1 0
387 266 -1 0
386 266 -1 0
385 266 -1 0
384 266 -1 0
383 266 -1 0
382 266 -1 0
381 266 -1 0
380 266 -1 0
379 266 -1 0
378 266 -1 0
377 266 -1 0
387 265 -1 0
386 265 -1 0
385 265 -1 0
384 265 -1 0
383 265 -1 0
382 265 -1 0
381 265 -1 0
380 265 -1 0
379 265 -1 0
378 265 -1 0
377 265 -1 0
387 264 -1 0
386 264 -1 0
385 264 -1 0
384 264 -1 0
383 264 -1 0
382 264 -1 0
381 264 -1 0
380 264 -1 0
379 264 -1 0
378 264 -1 0
377 264 -1 0
387 263 -1 0
386 263 -1 0
385 263 -1 0
384 263 -1 0
383 263 -1 0
382 263 -1 0
381 263 -1 0
380 263 -1 0
379 263 -1 0
378 263 -1 0
377 263 -1 0
387 262 -1 0
386 262 -1 0
385 262 -1 0
384 262 -1 0
383 262 -1 0
382 262 -1 0
381 262 -1 0
380 262 -1 0
379 262 -1 0
378 262 -1 0
377 262 -1 0
387 261 -1 0
386 261 -1 0
385 261 -1 0
384 261 -1 0
383 261 -1 0
382 261 -1 0
381 261 -1 0
380 261 -1 0
379 261 -1 0
378 261 -1 0
377 261 -1 0
387 260 -1 0
386 260 -1 0
385 260 -1 0
384 260 -1 0
383 260 -1 0
382 260 -1 0
381 260 -1 0
380 260 -1 0
379 260 -1 0
378 260 -1 0
377 260 -1 0
376 260 -1 0
301 260 -1 1
386 259 -1 0
385 259 -1 0
384 259 -1 0
383 259 -1 0
382 259 -1 0
381 259 -1 0
380 259 -1 0
379 259 -1 0
378 259 -1 0
377 259 -1 0
376 259 -1 0
304 259 -1 1
303 259 -1 1
302 259 -1 1
301 259 -1 1
300 259 -1 1
299 259 -1 1
298 259 -1 1
386 258 -1 0
385 258 -1 0
384 258 -1 0
383 258 -1 0
382 258 -1 0
381 258 -1 0
380 258 -1 0
379 258 -1 0
378 258 -1 0
377 258 -1 0
376 258 -1 0
305 258 -1 1
304 258 -1 1
303 258 -1 1
302 258 -1 1
301 258 -1 1
300 258 -1 1
299 258 -1 1
298 258 -1 1
297 258 -1 1
386 257 -1 0
385 257 -1 0
384 257 -1 0
383 257 -1 0
382 257 -1 0
381 257 -1 0
380 257 -1 0
379 257 -1 0
378 257 -1 0
377 257 -1 0
376 257 -1 0
305 257 -1 1
304 257 -1 1
303 257 -1 1
302 257 -1 1
301 257 -1 1
300 257 -1 1
299 257 -1 1
298 257 -1 1
297 257 -1 1
386 256 -1 0
385 256 -1 0
384 256 -1 0
383 256 -1 0
382 256 -1 0
381 256 -1 0
380 256 -1 0
379 256 -1 0
378 256 -1 0
377 256 -1 0
376 256 -1 0
305 256 -1 1
304 256 -1 1
303 256 -1 1
302 256 -1 1
301 256 -1 1
300 256 -1 1
299 256 -1 1
298 256 -1 1
297 256 -1 1
386 255 -1 0
385 255 -1 0
384 255 -1 0
383 255 -1 0
382 255 -1 0
381 255 -1 0
380 255 -1 0
379 255 -1 0
378 255 -1 0
377 255 -1 0
376 255 -1 0
375 255 -1 0
306 255 -1 1
305 255 -1 1
304 255 -1 1
303 255 -1 1
302 255 -1 1
301 255 -1 1
300 255 -1 1
299 255 -1 1
298 255 -1 1
297 255 -1 1
296 255 -1 1
385 254 -1 0
384 254 -1 0
383 254 -1 0
382 254 -1 0
381 254 -1 0
380 254 -1 0
379 254 -1 0
378 254 -1 0
377 254 -1 0
376 254 -1 0
375 254 -1 0
305 254 -1 1
304 254 -1 1
303 254 -1 1
302 254 -1 1
301 254 -1 1
300 254 -1 1
299 254 -1 1
298 254 -1 1
297 254 -1 1
385 253 -1 0
384 253 -1 0
383 253 -1 0
382 253 -1 0
381 253 -1 0
380 253 -1 0
379 253 -1 0
378 253 -1 0
377 253 -1 0
376 253 -1 0
375 253 -1 0
305 253 -1 1
304 253 -1 1
303 253 -1 1
302 253 -1 1
301 253 -1 1
300 253 -1 1
299 253 -1 1
298 253 -1 1
297 253 -1 1
385 252 -1 0
384 252 -1 0
383 252 -1 0
382 252 -1 0
381 252 -1 0
380 252 -1 0
379 252 -1 0
378 252 -1 0
377 252 -1 0
376 252 -1 0
375 252 -1 0
305 252 -1 1
304 252 -1 1
303 252 -1 1
302 252 -1 1
301 252 -1 1
300 252 -1 1
299 252 -1 1
298 252 -1 1
297 252 -1 1
385 251 -1 0
384 251 -1 0
383 251 -1 0
382 251 -1 0
381 251 -1 0
380 251 -1 0
379 251 -1 0
378 251 -1 0
377 251 -1 0
376 251 -1 0
375 251 -1 0
374 251 -1 0
304 251 -1 1
303 251 -1 1
302 251 -1 1
301 251 -1 1
300 251 -1 1
299 251 -1 1
298 251 -1 1
385 250 -1 0
384 250 -1 0
383 250 -1 0
382 250 -1 0
381 250 -1 0
380 250 -1 0
379 250 -1 0
378 250 -1 0
377 250 -1 0
376 250 -1 0
375 250 -1 0
374 250 -1 0
373 250 -1 0
301 250 -1 1
385 249 -1 0
384 249 -1 0
383 249 -1 0
382 249 -1 0
381 249 -1 0
380 249 -1 0
379 249 -1 0
378 249 -1 0
377 249 -1 0
376 249 -1 0
375 249 -1 0
374 249 -1 0
373 249 -1 0
384 248 -1 0
383 248 -1 0
382 248 -1 0
381 248 -1 0
380 248 -1 0
379 248 -1 0
378 248 -1 0
377 248 -1 0
376 248 -1 0
375 248 -1 0
374 248 -1 0
373 248 -1 0
372 248 -1 0
384 247 -1 0
383 247 -1 0
382 247 -1 0
381 247 -1 0
380 247 -1 0
379 247 -1 0
378 247 -1 0
377 247 -1 0
376 247 -1 0
375 247 -1 0
374 247 -1 0
373 247 -1 0
372 247 -1 0
384 246 -1 0
383 246 -1 0
382 246 -1 0
381 246 -1 0
380 246 -1 0
379 246 -1 0
378 246 -1 0
377 246 -1 0
376 246 -1 0
375 246 -1 0
374 246 -1 0
373 246 -1 0
372 246 -1 0
371 246 -1 0
383 245 -1 0
382 245 -1 0
381 245 -1 0
380 245 -1 0
379 245 -1 0
378 245 -1 0
377 245 -1 0
376 245 -1 0
375 245 -1 0
374 245 -1 0
373 245 -1 0
372 245 -1 0
371 245 -1 0
370 245 -1 0
382 244 -1 0
381 244 -1 0
380 244 -1 0
379 244 -1 0
378 244 -1 0
377 244 -1 0
376 244 -1 0
375 244 -1 0
374 244 -1 0
373 244 -1 0
372 244 -1 0
371 244 -1 0
370 244 -1 0
369 244 -1 0
381 243 -1 0
380 243 -1 0
379 243 -1 0
378 243 -1 0
377 243 -1 0
376 243 -1 0
375 243 -1 0
374 243 -1 0
373 243 -1 0
372 243 -1 0
371 243 -1 0
370 243 -1 0
369 243 -1 0
368 243 -1 0
381 242 -1 0
380 242 -1 0
379 242 -1 0
378 242 -1 0
377 242 -1 0
376 242 -1 0
375 242 -1 0
374 242 -1 0
373 242 -1 0
372 242 -1 0
371 242 -1 0
370 242 -1 0
369 242 -1 0
368 242 -1 0
380 241 -1 0
379 241 -1 0
378 241 -1 0
377 241 -1 0
376 241 -1 0
375 241 -1 0
374 241 -1 0
373 241 -1 0
372 241 -1 0
371 241 -1 0
370 241 -1 0
369 241 -1 0
368 241 -1 0
367 241 -1 0
379 240 -1 0
378 240 -1 0
377 240 -1 0
376 240 -1 0
375 240 -1 0
374 240 -1 0
373 240 -1 0
372 240 -1 0
371 240 -1 0
370 240 -1 0
369 240 -1 0
368 240 -1 0
367 240 -1 0
379 239 -1 0
378 239 -1 0
377 239 -1 0
376 239 -1 0
375 239 -1 0
374 239 -1 0
373 239 -1 0
372 239 -1 0
371 239 -1 0
370 239 -1 0
369 239 -1 0
368 239 -1 0
367 239 -1 0
366 239 -1 0
378 238 -1 0
377 238 -1 0
376 238 -1 0
375 238 -1 0
374 238 -1 0
373 238 -1 0
372 238 -1 0
371 238 -1 0
370 238 -1 0
369 238 -1 0
368 238 -1 0
367 238 -1 0
366 238 -1 0
377 237 -1 0
376 237 -1 0
375 237 -1 0
374 237 -1 0
373 237 -1 0
372 237 -1 0
371 237 -1 0
370 237 -1 0
369 237 -1 0
368 237 -1 0
367 237 -1 0
366 237 -1 0
365 237 -1 0
364 237 -1 0
376 236 -1 0
375 236 -1 0
374 236 -1 0
373 236 -1 0
372 236 -1 0
371 236 -1 0
370 236 -1 0
369 236 -1 0
368 236 -1 0
367 236 -1 0
366 236 -1 0
365 236 -1 0
364 236 -1 0
363 236 -1 0
244 236 -1 0
376 235 -1 0
375 235 -1 0
374 235 -1 0
373 235 -1 0
372 235 -1 0
371 235 -1 0
370 235 -1 0
369 235 -1 0
368 235 -1 0
367 235 -1 0
366 235 -1 0
365 235 -1 0
364 235 -1 0
363 235 -1 0
247 235 -1 0
246 235 -1 0
245 235 -1 0
244 235 -1 0
243 235 -1 0
242 235 -1 0
241 235 -1 0
375 234 -1 0
374 234 -1 0
373 234 -1 0
372 234 -1 0
371 234 -1 0
370 234 -1 0
369 234 -1 0
368 234 -1 0
367 234 -1 0
366 234 -1 0
365 234 -1 0
364 234 -1 0
363 234 -1 0
362 234 -1 0
248 234 -1 0
247 234 -1 0
246 234 -1 0
245 234 -1 0
244 234 -1 0
243 234 -1 0
242 234 -1 0
241 234 -1 0
240 234 -1 0
375 233 -1 0
374 233 -1 0
373 233 -1 0
372 233 -1 0
371 233 -1 0
370 233 -1 0
369 233 -1 0
368 233 -1 0
367 233 -1 0
366 233 -1 0
365 233 -1 0
364 233 -1 0
363 233 -1 0
362 233 -1 0
250 233 -1 0
249 233 -1 0
248 233 -1 0
247 233 -1 0
246 233 -1 0
245 233 -1 0
244 233 -1 0
243 233 -1 0
242 233 -1 0
241 233 -1 0
240 233 -1 0
374 232 -1 0
373 232 -1 0
372 232 -1 0
371 232 -1 0
370 232 -1 0
369 232 -1 0
368 232 -1 0
367 232 -1 0
366 232 -1 0
365 232 -1 0
364 232 -1 0
363 232 -1 0
362 232 -1 0
361 232 -1 0
253 232 -1 0
252 232 -1 0
251 232 -1 0
250 232 -1 0
249 232 -1 0
248 232 -1 0
247 232 -1 0
246 232 -1 0
245 232 -1 0
244 232 -1 0
243 232 -1 0
242 232 -1 0
241 232 -1 0
240 232 -1 0
374 231 -1 0
373 231 -1 0
372 231 -1 0
371 231 -1 0
370 231 -1 0
369 231 -1 0
368 231 -1 0
367 231 -1 0
366 231 -1 0
365 231 -1 0
364 231 -1 0
363 231 -1 0
362 231 -1 0
361 231 -1 0
360 231 -1 0
254 231 -1 0
253 231 -1 0
252 231 -1 0
251 231 -1 0
250 231 -1 0
249 231 -1 0
248 231 -1 0
247 231 -1 0
246 231 -1 0
245 231 -1 0
244 231 -1 0
243 231 -1 0
242 231 -1 0
241 231 -1 0
240 231 -1 0
239 231 -1 0
373 230 -1 0
372 230 -1 0
371 230 -1 0
370 230 -1 0
369 230 -1 0
368 230 -1 0
367 230 -1 0
366 230 -1 0
365 230 -1 0
364 230 -1 0
363 230 -1 0
362 230 -1 0
361 230 -1 0
360 230 -1 0
359 230 -1 0
255 230 -1 0
254 230 -1 0
253 230 -1 0
252 230 -1 0
251 230 -1 0
250 230 -1 0
249 230 -1 0
248 230 -1 0
247 230 -1 0
246 230 -1 0
245 230 -1 0
244 230 -1 0
243 230 -1 0
242 230 -1 0
241 230 -1 0
240 230 -1 0
239 230 -1 0
372 229 -1 0
371 229 -1 0
370 229 -1 0
369 229 -1 0
368 229 -1 0
367 229 -1 0
366 229 -1 0
365 229 -1 0
364 229 -1 0
363 229 -1 0
362 229 -1 0
361 229 -1 0
360 229 -1 0
359 229 -1 0
256 229 -1 0
255 229 -1 0
254 229 -1 0
253 229 -1 0
252 229 -1 0
251 229 -1 0
250 229 -1 0
